DateTime,Frame Time,DateTime,Physics Simulation Time,DateTime,RPC Round Trip Time,,
14/06/2014 11:54,17.24137931,14/06/2014 11:54,8.855178571,14/06/2014 11:54,17.85714286,,
14/06/2014 11:54,20.83333333,14/06/2014 11:54,9.727916667,14/06/2014 11:54,20.83333333,,
14/06/2014 11:54,28.57142857,14/06/2014 11:54,13.35028571,14/06/2014 11:54,28.57142857,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,22.24517241,14/06/2014 11:54,34.48275862,,
14/06/2014 11:54,33.33333333,14/06/2014 11:54,31.65827586,14/06/2014 11:54,34.48275862,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,32.616,14/06/2014 11:54,33.33333333,,
14/06/2014 11:54,37.03703704,14/06/2014 11:54,25.90851852,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,28.34785714,14/06/2014 11:54,35.71428571,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,28.95275862,14/06/2014 11:54,34.48275862,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,28.88689655,14/06/2014 11:54,34.48275862,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,32.85964286,14/06/2014 11:54,35.71428571,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,30.48758621,14/06/2014 11:54,34.48275862,,
14/06/2014 11:54,40,14/06/2014 11:54,33.3804,14/06/2014 11:54,40,,
14/06/2014 11:54,38.46153846,14/06/2014 11:54,33.95461538,14/06/2014 11:54,38.46153846,,
14/06/2014 11:54,37.03703704,14/06/2014 11:54,33.95,14/06/2014 11:54,38.46153846,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,33.56724138,14/06/2014 11:54,34.48275862,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,32.35607143,14/06/2014 11:54,35.71428571,,
14/06/2014 11:54,34.48275862,14/06/2014 11:54,33.44533333,14/06/2014 11:54,33.33333333,,
14/06/2014 11:54,40,14/06/2014 11:54,33.3492,14/06/2014 11:54,40,,
14/06/2014 11:54,38.46153846,14/06/2014 11:54,33.19923077,14/06/2014 11:54,38.46153846,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,35.48518519,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,37.03703704,14/06/2014 11:54,33.89037037,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,34.2125,14/06/2014 11:54,35.71428571,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,36.12925926,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,37.03703704,14/06/2014 11:54,35.65892857,14/06/2014 11:54,35.71428571,,
14/06/2014 11:54,37.03703704,14/06/2014 11:54,35.7225,14/06/2014 11:54,35.71428571,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,35.44888889,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,36.28,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,37.03703704,14/06/2014 11:54,35.425,14/06/2014 11:54,33.33333333,,
14/06/2014 11:54,38.46153846,14/06/2014 11:54,37.92541667,14/06/2014 11:54,41.66666667,,
14/06/2014 11:54,35.71428571,14/06/2014 11:54,36.5362963,14/06/2014 11:54,37.03703704,,
14/06/2014 11:54,34.85142561,40342.49619,30.76814602,40342.49619,34.99208749,28.69323084,MEAN
40342.49637,40,40342.49637,37.92541667,40342.49637,41.66666667,25,MAX
40342.49602,17.24137931,40342.49602,8.855178571,40342.49602,17.85714286,58,MIN
