DateTime,Frame Time,DateTime,Physics Simulation Time,DateTime,RPC Round Trip Time,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.207333333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.94915254,14/06/2014 11:35,0.215666667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.94915254,14/06/2014 11:35,0.326949153,14/06/2014 11:35,16.94915254,
14/06/2014 11:35,16.39344262,14/06/2014 11:35,0.652333333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.7655,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.142333333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.5595,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,17.24137931,14/06/2014 11:35,1.79862069,14/06/2014 11:35,17.24137931,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.796166667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.6365,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.661166667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.667833333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,1.645737705,14/06/2014 11:35,16.39344262,
14/06/2014 11:35,16.94915254,14/06/2014 11:35,1.680689655,14/06/2014 11:35,17.24137931,
14/06/2014 11:35,16.39344262,14/06/2014 11:35,0.684754098,14/06/2014 11:35,16.39344262,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.204833333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.213833333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.212166667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.225833333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.212,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.94915254,14/06/2014 11:35,0.214237288,14/06/2014 11:35,16.94915254,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.210166667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.213166667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.220333333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.209180328,14/06/2014 11:35,16.39344262,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.215666667,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.94915254,14/06/2014 11:35,0.216779661,14/06/2014 11:35,16.94915254,
14/06/2014 11:35,16.39344262,14/06/2014 11:35,0.216333333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.208833333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,16.66666667,14/06/2014 11:35,0.227333333,14/06/2014 11:35,16.66666667,
14/06/2014 11:35,20.83333333,14/06/2014 11:35,0.215625,14/06/2014 11:35,20.83333333,
AVG,16.83873559,,0.673464739,,16.83904981,59.3868818
HI,20.83333333,,1.79862069,,20.83333333,48
LO,16.39344262,,0.204833333,,16.39344262,61
