DateTime,Frame Time,DateTime,Physics Simulation Time,DateTime,RPC Round Trip Time,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.1125,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.39344262,14/06/2014 10:51,0.1165,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.114166667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.108833333,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.109508197,14/06/2014 10:51,16.39344262,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.108,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.110166667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.113833333,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.109833333,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.105833333,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.107666667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.111333333,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.94915254,14/06/2014 10:51,0.103559322,14/06/2014 10:51,16.94915254,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.116833333,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.118166667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.39344262,14/06/2014 10:51,0.1125,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.120666667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.1245,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.125666667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.1265,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.117704918,14/06/2014 10:51,16.39344262,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.1145,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.94915254,14/06/2014 10:51,0.121525424,14/06/2014 10:51,16.94915254,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.119166667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.94915254,14/06/2014 10:51,0.124237288,14/06/2014 10:51,16.94915254,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.119666667,14/06/2014 10:51,16.66666667,,
14/06/2014 10:51,16.66666667,14/06/2014 10:51,0.116,14/06/2014 10:51,16.66666667,,
14/06/2014 10:52,16.66666667,14/06/2014 10:52,0.113,14/06/2014 10:52,16.66666667,,
14/06/2014 10:52,16.39344262,14/06/2014 10:52,0.116,14/06/2014 10:52,16.66666667,,
14/06/2014 10:52,18.18181818,14/06/2014 10:52,0.108909091,14/06/2014 10:52,18.18181818,,
14/06/2014 10:52,16.94915254,14/06/2014 10:52,0.099152542,14/06/2014 10:52,16.94915254,,
,16.72555128,,0.114400971,,16.73436495,Mean,59.78876173
,18.18181818,,0.1265,,18.18181818,Max,55
,16.39344262,,0.099152542,,16.39344262,Min,61
